"meta.src_ip.keyword: Descending","meta.dst_ip.keyword: Descending","start: Descending","end: Descending","file_size_MB: Descending","percent_retrans: Descending","values.tcp_rtt_min: Descending","values.tcp_rtt_max: Descending","values.tcp_rtt_std: Descending","Max throughput_Mbps"
"dtn07.nersc.gov","DOE6965346.dhcp.lbl.gov","November 8th 2017, 13:54:57.000","November 8th 2017, 13:55:15.000","196.56","1.228","4.235","319.328","41.479","87.7"
"dtn07.nersc.gov","158.129.192.178.dynamic.wline.res.cust.swisscom.ch","November 1st 2017, 13:01:45.000","November 1st 2017, 13:02:50.000","128.79","1.197","176.76","347.87","8.653","15.8"
"dtn07.lanl.gov","dtn07.nersc.gov","October 25th 2017, 10:40:37.000","October 25th 2017, 10:45:16.000","449.19","0.319","0.001","37.914","0.757","12.9"
"dtn07.lanl.gov","dtn07.nersc.gov","October 25th 2017, 10:40:37.000","October 25th 2017, 10:45:16.000","328.21","0.167","0.001","28.841","0.639","9.4"
"dtn06.nersc.gov","dtn07.nersc.gov","December 10th 2017, 09:59:57.000","December 10th 2017, 10:04:35.000","20,540.59","0.001","0.002","39.284","0.353","589.9"
"dtn06.nersc.gov","dtn07.nersc.gov","December 10th 2017, 09:59:57.000","December 10th 2017, 10:04:35.000","20,451.52","0.001","0.001","20.197","0.314","587.4"
"dtn06.nersc.gov","dtn07.nersc.gov","December 10th 2017, 09:59:57.000","December 10th 2017, 10:04:35.000","20,081.199","0.001","0.001","39.957","0.276","576.6"
"dtn06.nersc.gov","dtn07.nersc.gov","December 10th 2017, 09:59:57.000","December 10th 2017, 10:04:35.000","19,453.109","0.001","0.001","22.336","0.378","558.7"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:42:20.000","December 7th 2017, 17:43:56.000","5,918.19","0.006","0.001","39.463","0.645",493
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:42:20.000","December 7th 2017, 17:43:56.000","5,884.64","0.007","0.001","39.571","0.641","490.5"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:42:20.000","December 7th 2017, 17:43:56.000","5,880.44","0.007","0.001","38.328","0.658","490.2"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:42:20.000","December 7th 2017, 17:43:56.000","5,876.25","0.006","0.001","38.505","0.739","489.6"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:42:20.000","December 7th 2017, 17:43:56.000","5,842.69","0.008","0.001","39.269","0.77","486.4"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 21:06:44.000","December 7th 2017, 21:08:57.000","7,398.79","0.004","0.001","39.836","0.52","442.1"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 21:06:44.000","December 7th 2017, 21:08:57.000","6,996.13","0.004","0.001","39.019","0.627","418.2"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 21:06:44.000","December 7th 2017, 21:08:57.000","6,400.54","0.004","0.001","39.185","0.551","382.2"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 21:06:44.000","December 7th 2017, 21:08:57.000","6,320.85","0.005","0.001","39.39","0.601","377.6"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 21:06:44.000","December 7th 2017, 21:08:57.000","5,230.32","0.005","0.001","40.985","0.828","312.4"
"dtn06.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:49:24.000","November 28th 2017, 07:52:26.000","7,084.21","0.003","0.001","39.845","0.567","311.9"
"dtn06.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:49:24.000","November 28th 2017, 07:52:26.000","7,008.71","0.003","0.001","39.485","0.613","308.7"
"dtn06.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:49:24.000","November 28th 2017, 07:52:26.000","6,115.36","0.005","0.001","39.187","0.727","269.3"
"dtn06.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:49:24.000","November 28th 2017, 07:52:26.000","4,408.48","0.009","0.001","39.972","0.987","194.2"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 22:01:16.000","December 7th 2017, 22:03:52.000","5,226.13","0.002","0.001","40.022","3.049","267.4"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 22:01:16.000","December 7th 2017, 22:03:52.000","5,221.93","0.001","0.001","39.666","3.139","267.3"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 22:01:16.000","December 7th 2017, 22:03:52.000","4,450.18","0.003","0.001","39.965","2.756","227.8"
"dtn06.nersc.gov","dtn07.nersc.gov","December 7th 2017, 22:01:16.000","December 7th 2017, 22:03:52.000","4,437.6","0.002","0.001","39.92","2.726","227.2"
"dtn05.nersc.gov","dtn07.nersc.gov","December 7th 2017, 19:06:22.000","December 7th 2017, 19:06:51.000","2,977.97","0.005","0.001","39.949","0.545","824.4"
"dtn05.nersc.gov","dtn07.nersc.gov","December 7th 2017, 19:06:22.000","December 7th 2017, 19:06:51.000","2,944.43","0.003","0.001","39.378","0.542","814.2"
"dtn05.nersc.gov","dtn07.nersc.gov","December 7th 2017, 19:06:22.000","December 7th 2017, 19:06:51.000","2,453.69","0.007","0.001","39.127","0.543","683.5"
"dtn05.nersc.gov","dtn07.nersc.gov","December 7th 2017, 19:06:22.000","December 7th 2017, 19:06:51.000","2,436.91","0.004","0.001","36.072","0.633","675.5"
"dtn05.nersc.gov","dtn07.nersc.gov","December 7th 2017, 19:06:22.000","December 7th 2017, 19:06:51.000","2,428.52","0.007","0.001","39.791","0.61","675.1"
"dtn05.nersc.gov","dtn07.nersc.gov","November 28th 2017, 09:30:24.000","November 28th 2017, 09:32:14.000","6,744.47","0.002","0.001","39.958","6.091",491
"dtn05.nersc.gov","dtn07.nersc.gov","November 28th 2017, 09:30:24.000","November 28th 2017, 09:32:14.000","6,710.9","0.002","0.001","39.938","6.018","488.7"
"dtn05.nersc.gov","dtn07.nersc.gov","November 28th 2017, 09:30:24.000","November 28th 2017, 09:32:14.000","6,564.12","0.002","0.001","39.835","5.1",478
"dtn05.nersc.gov","dtn07.nersc.gov","November 28th 2017, 09:30:24.000","November 28th 2017, 09:32:14.000","6,463.45","0.002","0.001","39.9","5.454","470.7"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:49.000","8,747.16","0.004","0.001","39.525","0.405","426.5"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:49.000","8,671.36","0.004","0.001","39.742","0.445","422.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:49.000","8,585.49","0.002","0.001","39.529","0.381","418.6"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:49.000","8,519.61","0.002","0.001","39.613","0.371","415.3"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:51.000","8,783.83","0.003","0.001","39.591","0.436","423.3"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:51.000","8,728.51","0.002","0.001","39.87","0.401","420.6"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:51.000","8,724.18","0.003","0.001","39.68","0.481","420.5"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:51.000","8,718.68","0.003","0.001","39.398","0.386","420.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:48.000","8,334.13","0.003","0.001","39.71","0.385","408.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:48.000","8,313.64","0.003","0.001","39.736","0.442","407.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:48.000","8,270.12","0.002","0.001","38.583","0.355","405.6"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:48.000","8,189.7","0.004","0.001","38.86","0.437","401.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:44.000","8,095.09","0.003","0.001","39.641","0.375",408
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:44.000","8,079.11","0.002","0.001","39.639","0.368","407.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:44.000","7,967.59","0.002","0.001","39.422","0.332","401.6"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:16:05.000","November 29th 2017, 22:18:44.000","7,737.1","0.002","0.001","39.767","0.338","389.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:38.000","7,341.53","0.003","0.001","39.689","0.594","416.7"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:38.000","7,319.66","0.003","0.001","39.354","0.482","416.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:38.000","7,276.28","0.002","0.001","39.09","0.45","413.7"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:38.000","7,268.59","0.004","0.001","39.75","0.596","412.5"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:38.000","7,223.55","0.002","0.001","39.404","0.359","410.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:37.000","7,136.31","0.003","0.001","39.783","0.405","406.7"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:37.000","7,055.65","0.003","0.001","39.349","0.444","402.1"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:37.000","7,039.95","0.003","0.001","38.362","0.376","401.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:37.000","6,917.79","0.003","0.001","39.796","0.366","394.1"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:34.000","6,926.96","0.002","0.001","39.87","0.36","404.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:34.000","6,814.71","0.002","0.001","39.739","0.32","397.4"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:34.000","6,619.66","0.003","0.001","40.048","0.478","386.3"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:53:17.000","November 29th 2017, 22:55:34.000","6,543.28","0.003","0.001","39.903","0.527","381.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:06.000","2,887.06","0.005","0.002","39.91","0.682","378.1"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:06.000","2,883.68","0.004","0.001","39.665","0.737","377.7"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:06.000","2,886.28","0.004","0.458","39.716","0.546","377.5"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:06.000","2,864.51","0.003","0.001","39.765","0.628","375.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:06.000","2,794.91","0.005","0.001","39.936","0.646","365.4"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:10.000","2,971.51","0.002","0.001","39.761","0.539","370.2"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:10.000","2,881.11","0.003","0.001","39.945","0.523","358.9"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:10.000","2,867.97","0.003","0.001","39.942","0.524","357.3"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:10.000","2,832.63","0.003","0.001","39.945","0.441","352.8"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:05.000","2,636.76","0.003","0.001","39.891","0.568","354.5"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:05.000","2,613.06","0.002","0.007","39.982","0.58","351.3"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:05.000","2,546.74","0.003","0.001","39.991","0.493","342.4"
"dtn05.nersc.gov","dtn07.nersc.gov","November 29th 2017, 22:56:05.000","November 29th 2017, 22:57:05.000","2,498.39","0.004","0.001","39.991","0.438","335.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:37:39.000","December 7th 2017, 18:38:59.000","6,224.39","0.004","0.001","40.026","0.641","623.6"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:37:39.000","December 7th 2017, 18:38:59.000","6,228.57","0.004","0.001","39.982","0.619","623.6"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:37:39.000","December 7th 2017, 18:38:59.000","5,087.72","0.007","0.001","41.208","0.866","509.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:37:39.000","December 7th 2017, 18:38:59.000","4,836.06","0.005","0.001","39.063","0.76","482.8"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:37:39.000","December 7th 2017, 18:38:59.000","4,802.51","0.005","0.001","39.676","0.752","479.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:41.000","8,817.36","0.002","0.001","39.292","0.314","575.6"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:41.000","6,253.87","0.002","0.001","39.935","0.371","408.3"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:41.000","6,231.02","0.002","0.001","39.059","0.366","406.9"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:41.000","5,988.94","0.002","0.001","39.517","0.363","391.1"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:43.000","6,175.27","0.003","0.001","39.459","0.361","395.3"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:43.000","5,930.64","0.003","0.001","39.457","0.381","379.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:43.000","5,364.21","0.002","0.001","39.75","0.427","343.4"
"dtn04.nersc.gov","dtn07.nersc.gov","December 10th 2017, 10:00:38.000","December 10th 2017, 10:02:43.000","5,043.68","0.002","0.001","40.011","0.405","322.9"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:08.000","December 7th 2017, 18:46:39.000","6,576.7","0.005","0.001","39.361","0.648",349
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:08.000","December 7th 2017, 18:46:39.000","6,442.48","0.005","0.002","39.287","0.68",342
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:08.000","December 7th 2017, 18:46:39.000","6,438.29","0.005","0.001","40.095","1.414","341.9"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:08.000","December 7th 2017, 18:46:39.000","6,236.96","0.006","0.001","39.222","0.753","331.1"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:08.000","December 7th 2017, 18:46:39.000","3,762.31","0.014","0.001","40.556","1.114","199.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:09.000","December 7th 2017, 18:46:39.000","6,387.95","0.005","0.001","39.945","1.359","339.3"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:09.000","December 7th 2017, 18:46:39.000","6,203.4","0.006","0.001","40.268","1.378","329.5"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:09.000","December 7th 2017, 18:46:39.000","5,842.69","0.004","0.001","40.288","1.056","310.5"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:09.000","December 7th 2017, 18:46:39.000","5,821.72","0.005","0.001","40.444","1.175","309.5"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 18:44:09.000","December 7th 2017, 18:46:39.000","5,687.5","0.008","0.001","39.921","1.008","302.3"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 20:28:01.000","December 7th 2017, 20:33:40.000","11,559.55","0.003","0.001","43.413","0.632","272.3"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 20:28:01.000","December 7th 2017, 20:33:40.000","11,542.78","0.003","0.001","78.742","0.586","271.9"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 20:28:01.000","December 7th 2017, 20:33:40.000","11,488.25","0.004","0.001","39.832","0.63","270.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 20:28:01.000","December 7th 2017, 20:33:40.000","11,446.31","0.005","0.001","53.519","0.622","269.7"
"dtn04.nersc.gov","dtn07.nersc.gov","December 7th 2017, 20:28:01.000","December 7th 2017, 20:33:40.000","4,310.83","0.006","0.001","40.01","0.939","101.5"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:04:29.000","October 30th 2017, 09:04:39.000","1,529.9","0.015","0.002","39.455","3.342","1,186"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:04:29.000","October 30th 2017, 09:04:39.000","1,529.64","0.019","0.001","39.533","3.431","1,185.8"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:04:29.000","October 30th 2017, 09:04:39.000","1,526.76","0.066","0.002","39.196","2.995","1,183.5"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:04:28.000","October 30th 2017, 09:04:39.000","1,529.11","0.072","0.001","39.352","3.581","1,180.8"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:05:46.000","October 30th 2017, 09:05:57.000","1,531.47","0.124","0.002","38.513","3.615","1,106.8"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:05:46.000","October 30th 2017, 09:05:57.000","1,530.16","0.029","0.001","38.056","3.296","1,105.8"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:05:46.000","October 30th 2017, 09:05:57.000","1,526.23","0.023","0.002","36.11","3.517","1,103"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:05:46.000","October 30th 2017, 09:05:57.000","1,527.54","0.033","0.001","34.368","3.09","1,100.9"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:06:54.000","October 30th 2017, 09:07:06.000","1,530.69","0.022","0.001","40.156","3.76","982.8"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:06:54.000","October 30th 2017, 09:07:06.000","1,529.64","0.035","0.001","39.9","4.327","982.1"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:06:54.000","October 30th 2017, 09:07:06.000","1,528.07","0.055","0.001","40.842","4.043","981.1"
"dtn03.nersc.gov","dtn07.nersc.gov","October 30th 2017, 09:06:53.000","October 30th 2017, 09:07:06.000","1,527.02","0.076","0.001","39.893","3.251","977.3"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:38:22.000","December 7th 2017, 23:38:57.000","2,571.5","0.005","0.001","38.664","0.561","586.3"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:38:22.000","December 7th 2017, 23:38:57.000","2,554.35","0.003","0.001","38.417","0.575","583.2"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:38:22.000","December 7th 2017, 23:38:57.000","2,511.9","0.004","0.001","38.187","0.498","573.5"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:38:22.000","December 7th 2017, 23:38:57.000","2,500.28","0.004","0.001","38.798","0.591","570.8"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:54:00.000","592.03","0.003","0.001","39.14","0.431","339.8"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:54:00.000","587.87","0.005","0.001","37.742","0.382","328.6"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:54:00.000","587.13","0.002","0.001","40.159","0.343","328.2"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:54:00.000","586.79","0.003","0.001","39.064","0.373",328
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:54:00.000","570.72","0.002","0.001","39.426","0.374","326.1"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:53:59.000","571.78","0.002","0.001","39.101","0.37","329.3"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:53:59.000","566.01","0.003","0.001","39.773","0.382",326
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:53:59.000","565.13","0.002","0.001","39.453","0.329","325.5"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:46.000","December 8th 2017, 16:53:59.000","561.82","0.005","0.001","39.521","0.439","322.2"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:45.000","December 8th 2017, 16:54:00.000","570.97",0,"0.001","39.187","0.356","317.9"
"dtn02.nersc.gov","dtn07.nersc.gov","December 8th 2017, 16:53:45.000","December 8th 2017, 16:54:00.000","593.64","0.003","0.001","39.599","0.39","316.8"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:11.000","December 7th 2017, 17:56:53.000","10,645.19","0.004","0.001","40.898","1.476","184.6"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:11.000","December 7th 2017, 17:56:53.000","9,921.14","0.005","0.001","40.898","1.459",172
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:11.000","December 7th 2017, 17:56:53.000","9,017.8","0.007","0.001","40.64","1.504","156.4"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:06.000","December 7th 2017, 17:56:53.000","10,561.31","0.004","0.001","40.895","1.408",181
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:06.000","December 7th 2017, 17:56:53.000","6,446.68","0.004","0.001","40.406","1.495","110.6"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:06.000","December 7th 2017, 17:56:53.000","6,266.32","0.004","0.001","40.393","1.364","107.5"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:06.000","December 7th 2017, 17:56:53.000","6,157.28","0.005","0.001","40.778","1.448","105.6"
"dtn02.nersc.gov","dtn07.nersc.gov","December 7th 2017, 17:49:06.000","December 7th 2017, 17:56:53.000","6,123.71","0.006","0.001","40.472","1.648","105.1"
"dtn01.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:54:13.000","November 28th 2017, 07:58:17.000","18,807.34","0.007","0.001","39.584","0.958","615.8"
"dtn01.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:54:13.000","November 28th 2017, 07:58:17.000","18,463.4","0.009","0.001","39.527","1.086","604.7"
"dtn01.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:54:13.000","November 28th 2017, 07:58:17.000","18,358.551","0.008","0.001","39.617","1.016","601.3"
"dtn01.nersc.gov","dtn07.nersc.gov","November 28th 2017, 07:54:13.000","November 28th 2017, 07:58:17.000","13,844.56","0.016","0.001","40.466","1.213","453.4"
"dtn01.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:06:13.000","December 7th 2017, 23:08:08.000","5,880.44","0.004","0.001","39.2","0.832","411.8"
"dtn01.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:06:13.000","December 7th 2017, 23:08:08.000","5,725.25","0.005","0.001","39.962","0.957","400.9"
"dtn01.nersc.gov","dtn07.nersc.gov","December 7th 2017, 23:06:13.000","December 7th 2017, 23:08:08.000","5,498.76","0.004","0.001","39.091","0.795",385
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:53.000","December 18th 2017, 14:09:35.000","2,132.98","0.003","0.001","39.764","0.622","407.3"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:53.000","December 18th 2017, 14:09:35.000","2,126.4","0.003","0.001","39.78","0.558",406
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:53.000","December 18th 2017, 14:09:35.000","1,848.45","0.004","0.001","39.915","0.783","352.9"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:53.000","December 18th 2017, 14:09:35.000","1,827.46","0.002","0.001","40.061","0.556","348.8"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:34.000","1,919.19","0.002","0.001","39.202","0.509","390.9"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:34.000","1,912.61","0.003","0.001","38.639","0.532","389.5"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:34.000","1,912.61","0.003","0.001","39.082","0.576","389.5"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:34.000","1,907.37","0.005","0.001","36.656","0.372",388
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:35.000","1,951.49","0.005","0.001","39.295","0.669",388
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:35.000","1,923.95","0.003","0.001","39.781","0.631","382.5"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:35.000","1,904.55","0.004","0.001","38.469","0.699",378
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:35.000","1,588.4","0.005","0.001","39.698","0.816","315.8"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:36.000","1,866.23","0.002","0.001","39.932","0.518","356.3"
"dtn01.nersc.gov","dtn07.nersc.gov","December 18th 2017, 14:08:55.000","December 18th 2017, 14:09:36.000","1,863.41","0.003","0.001","39.674","0.69",356
